


0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,
0.227379831571,0.217932484519,0.204192427893,0.194371069470,0.158998782790,0.152334366762,0.155846614902,0.212164795992,0.161226383881,0.176194995962,0.196486083431,0.153831058174,0.157760205910,0.130861936966,0.152334366762,0.182244252270,0.170258419481,0.204192427893,0.149089981251,0.179094966778,0.185613896097,0.149119182467,0.137135071059,0.129185449211,0.158131993692,0.148087444198,0.138270906153,0.164414516600,0.132552801577,0.153612643675,0.181869258664,0.186240202435,0.171967088668,0.160844792710,0.129678202189,0.142933694507,0.202626720047,0.354797428426,0.253302669968,0.271815967620,0.230828798675,
1.821756401465,0.747866851377,0.010340957612,0.744216582250,0.178359864513,0.189047635964,0.176627822614,0.020651082799,1.821756401465,0.747866851377,0.010340957612,0.744216582250,0.178359864513,0.189047635964,0.176627822614,0.021226566659,2.167704291907,0.643326911456,0.184747534242,0.017547795118,0.745550173869,0.100259375456,0.275644536471,0.020651082799,2.167704291907,0.643326911456,0.184747534242,0.017547795118,0.745550173869,0.100259375456,0.275644536471,0.020651082799,




0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.104774573713,0.129118677729,0.129371359707,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.162592845030,0.138960055969,0.158744871480,0.557992688918,1.178972769673,0.026849502214,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005737556599,0.008700283028,0.008664555447,0.005849938172,0.000000000000,0.000000000000,0.112709167691,0.169092238940,0.000000000000,0.000000000000,0.062419165134,0.009051041895,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.122176260567,0.139281388082,0.146769222729,
0.073013546780,0.494510725677,0.073013546780,0.315241745115,0.015339554583,0.342170601225,0.018049564275,0.080954900047,0.013967881237,0.028441270053,0.138320158380,
